,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,ResultSpeed,AvgSpeed
785,2,2009-05-25,64,56,60.0,-1.0,46,53.0,5.0,0.0,423.0,1914.0,0.08,8.7,9.5
786,1,2009-05-26,74,53,64.0,2.0,51,55.0,1.0,0.0,422.0,1915.0,1.73,7.5,7.8
787,2,2009-05-26,76,56,66.0,2.0,54,58.0,0.0,1.0,422.0,1915.0,1.38,5.7,6.8
788,1,2009-05-27,73,55,64.0,2.0,58,60.0,1.0,0.0,422.0,1916.0,0.02,3.6,7.2
789,2,2009-05-27,75,58,67.0,2.0,60,63.0,0.0,2.0,422.0,1916.0,0.001,6.8,8.3
790,1,2009-05-28,62,54,58.0,-5.0,51,54.0,7.0,0.0,421.0,1916.0,0.0,6.8,8.1
791,2,2009-05-28,64,55,60.0,-5.0,51,54.0,5.0,0.0,421.0,1916.0,0.0,6.8,8.3
792,1,2009-05-29,74,50,62.0,-2.0,49,55.0,3.0,0.0,421.0,1917.0,0.001,2.7,6.9
793,2,2009-05-29,77,55,66.0,-2.0,49,55.0,0.0,1.0,421.0,1917.0,0.0,2.0,6.8
794,1,2009-05-30,79,50,65.0,1.0,46,54.0,0.0,0.0,420.0,1918.0,0.001,2.9,6.8
795,2,2009-05-30,79,53,66.0,1.0,46,55.0,0.0,1.0,420.0,1918.0,0.001,1.8,6.6
796,1,2009-05-31,73,45,59.0,-5.0,41,50.0,6.0,0.0,420.0,1919.0,0.0,2.7,4.6
797,2,2009-05-31,72,49,61.0,-5.0,43,52.0,4.0,0.0,420.0,1919.0,0.0,2.9,6.3
798,1,2009-06-01,78,51,65.0,1.0,53,57.0,0.0,0.0,419.0,1920.0,0.44,1.2,11.1
799,2,2009-06-01,80,52,66.0,1.0,54,58.0,0.0,1.0,419.0,1920.0,0.83,1.0,10.0
800,1,2009-06-02,60,48,54.0,-10.0,46,50.0,11.0,0.0,419.0,1920.0,0.12,7.4,8.0
801,2,2009-06-02,61,50,56.0,-10.0,47,51.0,9.0,0.0,419.0,1920.0,0.06,8.3,9.2
802,1,2009-06-03,61,43,52.0,-12.0,39,46.0,13.0,0.0,418.0,1921.0,0.0,10.5,10.7
803,2,2009-06-03,61,47,54.0,-12.0,40,48.0,11.0,0.0,418.0,1921.0,0.0,11.0,11.4
804,1,2009-06-04,68,42,55.0,-9.0,37,48.0,10.0,0.0,418.0,1922.0,0.0,4.7,5.9
805,2,2009-06-04,68,47,58.0,-9.0,38,49.0,7.0,0.0,418.0,1922.0,0.0,5.2,6.4
806,1,2009-06-05,79,44,62.0,-3.0,44,54.0,3.0,0.0,417.0,1923.0,0.0,5.8,6.7
807,2,2009-06-05,80,47,64.0,-3.0,43,54.0,1.0,0.0,417.0,1923.0,0.0,6.3,7.2
808,1,2009-06-06,63,51,57.0,-9.0,45,50.0,8.0,0.0,417.0,1923.0,0.02,6.2,7.7
809,2,2009-06-06,66,55,61.0,-9.0,48,53.0,4.0,0.0,417.0,1923.0,0.001,4.7,7.2
810,1,2009-06-07,73,52,63.0,-3.0,53,57.0,2.0,0.0,417.0,1924.0,0.04,2.7,6.9
811,2,2009-06-07,74,56,65.0,-3.0,54,59.0,0.0,0.0,417.0,1924.0,0.001,1.5,7.7
812,1,2009-06-08,80,52,66.0,0.0,60,63.0,0.0,1.0,417.0,1925.0,0.45,5.9,9.2
813,2,2009-06-08,82,55,69.0,0.0,61,65.0,0.0,4.0,417.0,1925.0,0.3,6.4,10.0
814,1,2009-06-09,67,55,61.0,-5.0,53,56.0,4.0,0.0,416.0,1925.0,0.001,4.0,6.3
815,2,2009-06-09,67,56,62.0,-5.0,53,56.0,3.0,0.0,416.0,1925.0,0.001,6.4,7.9
816,1,2009-06-10,67,54,61.0,-6.0,49,53.0,4.0,0.0,416.0,1926.0,0.01,8.0,8.7
817,2,2009-06-10,67,55,61.0,-6.0,50,55.0,4.0,0.0,416.0,1926.0,0.04,8.5,9.2
818,1,2009-06-11,64,53,59.0,-8.0,51,54.0,6.0,0.0,416.0,1926.0,0.01,10.2,10.3
819,2,2009-06-11,60,53,57.0,-8.0,53,54.0,8.0,0.0,416.0,1926.0,1.14,8.8,9.0
820,1,2009-06-12,74,49,62.0,-6.0,49,55.0,3.0,0.0,416.0,1927.0,0.001,4.4,5.8
821,2,2009-06-12,72,50,61.0,-6.0,49,55.0,4.0,0.0,416.0,1927.0,0.001,5.0,6.7
822,1,2009-06-13,68,54,61.0,-7.0,51,55.0,4.0,0.0,416.0,1927.0,0.33,5.9,6.7
823,2,2009-06-13,66,56,61.0,-7.0,52,55.0,4.0,0.0,416.0,1927.0,0.31,7.2,7.6
824,1,2009-06-14,77,51,64.0,-4.0,48,57.0,1.0,0.0,416.0,1928.0,0.0,4.5,4.7
825,2,2009-06-14,76,54,65.0,-4.0,50,57.0,0.0,0.0,416.0,1928.0,0.0,5.1,5.8
826,1,2009-06-15,81,53,67.0,-1.0,49,58.0,0.0,2.0,416.0,1928.0,0.0,5.5,6.4
827,2,2009-06-15,81,57,69.0,-1.0,49,58.0,0.0,4.0,416.0,1928.0,0.0,7.4,7.7
828,1,2009-06-16,71,59,65.0,-4.0,55,60.0,0.0,0.0,416.0,1929.0,1.23,11.2,11.8
829,2,2009-06-16,71,64,68.0,-4.0,57,61.0,0.0,3.0,416.0,1929.0,1.07,10.3,10.7
830,1,2009-06-17,71,61,66.0,-3.0,59,62.0,0.0,1.0,416.0,1929.0,0.0,3.0,6.2
831,2,2009-06-17,73,63,68.0,-3.0,60,63.0,0.0,3.0,416.0,1929.0,0.0,2.6,6.7
832,1,2009-06-18,80,61,71.0,1.0,63,67.0,0.0,6.0,416.0,1929.0,0.12,6.7,7.9
833,2,2009-06-18,81,63,72.0,1.0,64,67.0,0.0,7.0,416.0,1929.0,0.11,3.7,5.8
834,1,2009-06-19,86,65,76.0,6.0,67,69.0,0.0,11.0,416.0,1930.0,3.97,7.2,11.6
835,2,2009-06-19,88,66,77.0,6.0,68,70.0,0.0,12.0,416.0,1930.0,0.87,6.3,10.5
836,1,2009-06-20,87,68,78.0,8.0,65,70.0,0.0,13.0,416.0,1930.0,0.0,8.3,8.6
837,2,2009-06-20,88,69,79.0,8.0,65,70.0,0.0,14.0,416.0,1930.0,0.0,8.3,8.6
838,1,2009-06-21,84,70,77.0,7.0,63,68.0,0.0,12.0,416.0,1930.0,0.01,2.8,3.9
839,2,2009-06-21,86,71,79.0,7.0,64,69.0,0.0,14.0,416.0,1930.0,0.001,3.3,3.5
840,1,2009-06-22,89,68,79.0,9.0,67,71.0,0.0,14.0,417.0,1931.0,0.09,4.0,5.6
841,2,2009-06-22,89,70,80.0,9.0,67,71.0,0.0,15.0,417.0,1931.0,0.06,5.3,7.2
842,1,2009-06-23,94,71,83.0,13.0,69,73.0,0.0,18.0,417.0,1931.0,0.0,1.8,3.5
843,2,2009-06-23,92,75,84.0,13.0,68,73.0,0.0,19.0,417.0,1931.0,0.0,2.8,4.5
844,1,2009-06-24,94,75,85.0,14.0,68,73.0,0.0,20.0,417.0,1931.0,0.04,1.9,5.8
845,2,2009-06-24,93,73,83.0,14.0,68,73.0,0.0,18.0,417.0,1931.0,0.78,2.1,4.3
846,1,2009-06-25,94,75,85.0,14.0,69,73.0,0.0,20.0,417.0,1931.0,0.001,2.4,4.9
847,2,2009-06-25,93,76,85.0,14.0,68,73.0,0.0,20.0,417.0,1931.0,0.0,1.8,4.6
848,1,2009-06-26,86,69,78.0,7.0,60,73.0,0.0,13.0,418.0,1931.0,0.0,6.4,8.2
849,2,2009-06-26,86,72,79.0,7.0,61,67.0,0.0,14.0,418.0,1931.0,0.0,6.4,8.0
850,1,2009-06-27,89,62,76.0,5.0,61,67.0,0.0,11.0,418.0,1931.0,0.3,5.1,6.9
851,2,2009-06-27,90,67,79.0,5.0,60,67.0,0.0,14.0,418.0,1931.0,0.05,6.0,6.9
852,1,2009-06-28,83,66,75.0,4.0,53,62.0,0.0,10.0,419.0,1931.0,0.0,13.2,13.6
853,2,2009-06-28,83,68,76.0,4.0,53,62.0,0.0,11.0,419.0,1931.0,0.0,14.1,14.6
854,1,2009-06-29,77,63,70.0,-1.0,54,61.0,0.0,5.0,419.0,1931.0,0.0,12.2,12.7
855,2,2009-06-29,78,65,72.0,-1.0,54,61.0,0.0,7.0,419.0,1931.0,0.0,13.4,14.1
856,1,2009-06-30,66,59,63.0,-9.0,53,57.0,2.0,0.0,419.0,1931.0,0.0,8.9,9.1
857,2,2009-06-30,68,61,65.0,-9.0,53,58.0,0.0,0.0,419.0,1931.0,0.0,8.1,8.3
858,1,2009-07-01,65,57,61.0,-11.0,52,56.0,4.0,0.0,420.0,1931.0,0.001,8.2,8.7
859,2,2009-07-01,65,57,61.0,-11.0,54,57.0,4.0,0.0,420.0,1931.0,0.02,6.6,7.4
860,1,2009-07-02,73,59,66.0,-6.0,54,60.0,0.0,1.0,420.0,1931.0,0.0,8.4,8.8
861,2,2009-07-02,73,60,67.0,-6.0,55,60.0,0.0,2.0,420.0,1931.0,0.0,5.7,7.6
862,1,2009-07-03,79,63,71.0,-1.0,56,62.0,0.0,6.0,421.0,1931.0,0.0,1.2,5.8
863,2,2009-07-03,79,62,71.0,-1.0,56,62.0,0.0,6.0,421.0,1931.0,0.0,1.8,6.5
864,1,2009-07-04,69,59,64.0,-8.0,58,61.0,1.0,0.0,422.0,1930.0,0.2,1.8,3.8
865,2,2009-07-04,69,63,66.0,-8.0,58,62.0,0.0,1.0,422.0,1930.0,0.12,3.4,4.7
866,1,2009-07-05,81,57,69.0,-3.0,58,63.0,0.0,4.0,422.0,1930.0,0.05,0.7,2.4
867,2,2009-07-05,82,61,72.0,-3.0,59,64.0,0.0,7.0,422.0,1930.0,0.03,0.3,2.6
868,1,2009-07-06,86,60,73.0,1.0,54,62.0,0.0,8.0,423.0,1930.0,0.0,7.5,7.8
869,2,2009-07-06,85,63,74.0,1.0,54,63.0,0.0,9.0,423.0,1930.0,0.0,4.2,5.5
870,1,2009-07-07,77,59,68.0,-4.0,54,60.0,0.0,3.0,423.0,1930.0,0.001,5.9,7.0
871,2,2009-07-07,76,65,71.0,-4.0,55,61.0,0.0,6.0,423.0,1930.0,0.0,5.9,7.5
872,1,2009-07-08,65,61,63.0,-10.0,56,59.0,2.0,0.0,424.0,1929.0,0.06,6.8,7.0
873,2,2009-07-08,68,62,65.0,-10.0,55,59.0,0.0,0.0,424.0,1929.0,0.17,7.0,7.4
874,1,2009-07-09,79,59,69.0,-4.0,57,63.0,0.0,4.0,425.0,1929.0,0.0,5.8,6.9
875,2,2009-07-09,80,63,72.0,-4.0,58,64.0,0.0,7.0,425.0,1929.0,0.0,6.5,7.3
876,1,2009-07-10,82,63,73.0,0.0,64,67.0,0.0,8.0,425.0,1929.0,0.08,4.4,4.9
877,2,2009-07-10,84,67,76.0,0.0,65,68.0,0.0,11.0,425.0,1929.0,0.12,3.6,4.6
878,1,2009-07-11,85,63,74.0,1.0,59,65.0,0.0,9.0,426.0,1928.0,0.25,4.8,7.0
879,2,2009-07-11,85,68,77.0,1.0,60,67.0,0.0,12.0,426.0,1928.0,1.12,5.9,7.6
880,1,2009-07-12,82,58,70.0,-3.0,51,60.0,0.0,5.0,427.0,1928.0,0.0,2.9,5.7
881,2,2009-07-12,82,60,71.0,-3.0,50,60.0,0.0,6.0,427.0,1928.0,0.0,1.9,5.2
882,1,2009-07-13,79,61,70.0,-3.0,46,57.0,0.0,5.0,428.0,1927.0,0.0,4.8,5.8
883,2,2009-07-13,78,66,72.0,-3.0,48,59.0,0.0,7.0,428.0,1927.0,0.0,5.8,7.4
884,1,2009-07-14,80,55,68.0,-5.0,51,59.0,0.0,3.0,428.0,1927.0,0.0,6.7,7.5
885,2,2009-07-14,81,60,71.0,-5.0,49,60.0,0.0,6.0,428.0,1927.0,0.0,7.5,7.7
886,1,2009-07-15,85,65,75.0,1.0,62,67.0,0.0,10.0,429.0,1926.0,0.68,10.0,12.4
887,2,2009-07-15,86,67,77.0,1.0,62,67.0,0.0,12.0,429.0,1926.0,0.32,10.0,13.8
888,1,2009-07-16,80,64,72.0,-2.0,56,62.0,0.0,7.0,430.0,1925.0,0.001,9.9,10.8
889,2,2009-07-16,82,65,74.0,-2.0,57,63.0,0.0,9.0,430.0,1925.0,0.17,9.6,10.3
890,1,2009-07-17,70,57,64.0,-10.0,51,56.0,1.0,0.0,431.0,1925.0,0.0,10.6,10.8
891,2,2009-07-17,70,58,64.0,-10.0,52,57.0,1.0,0.0,431.0,1925.0,0.001,10.1,10.4
892,1,2009-07-18,72,57,65.0,-9.0,52,57.0,0.0,0.0,432.0,1924.0,0.0,8.1,8.2
893,2,2009-07-18,73,58,66.0,-9.0,52,58.0,0.0,1.0,432.0,1924.0,0.0,6.6,7.1
894,1,2009-07-19,71,57,64.0,-10.0,52,58.0,1.0,0.0,433.0,1923.0,0.0,1.3,4.0
895,2,2009-07-19,73,60,67.0,-10.0,53,59.0,0.0,2.0,433.0,1923.0,0.0,1.4,4.6
896,1,2009-07-20,76,55,66.0,-8.0,55,60.0,0.0,1.0,433.0,1923.0,0.0,5.1,5.5
897,2,2009-07-20,76,59,68.0,-8.0,56,61.0,0.0,3.0,433.0,1923.0,0.0,6.2,6.5
898,1,2009-07-21,80,58,69.0,-5.0,57,62.0,0.0,4.0,434.0,1922.0,0.04,3.1,5.8
899,2,2009-07-21,82,64,73.0,-5.0,56,63.0,0.0,8.0,434.0,1922.0,0.0,4.9,6.3
900,1,2009-07-22,78,63,71.0,-3.0,61,64.0,0.0,6.0,435.0,1921.0,0.001,3.5,5.0
901,2,2009-07-22,79,66,73.0,-3.0,59,64.0,0.0,8.0,435.0,1921.0,0.0,2.8,5.9
902,1,2009-07-23,82,62,72.0,-2.0,58,63.0,0.0,7.0,436.0,1920.0,0.0,2.6,5.0
903,2,2009-07-23,79,63,71.0,-2.0,60,64.0,0.0,6.0,436.0,1920.0,0.1,1.7,6.0
904,1,2009-07-24,83,61,72.0,-2.0,59,64.0,0.0,7.0,437.0,1919.0,0.14,8.9,9.8
905,2,2009-07-24,83,62,73.0,-2.0,60,65.0,0.0,8.0,437.0,1919.0,0.19,8.7,9.6
906,1,2009-07-25,81,66,74.0,0.0,58,64.0,0.0,9.0,438.0,1918.0,0.0,10.6,11.1
907,2,2009-07-25,81,66,74.0,0.0,59,65.0,0.0,9.0,438.0,1918.0,0.001,10.8,11.5
908,1,2009-07-26,82,63,73.0,-1.0,58,64.0,0.0,8.0,439.0,1918.0,0.001,8.0,8.6
909,2,2009-07-26,82,64,73.0,-1.0,59,65.0,0.0,8.0,439.0,1918.0,0.0,9.1,9.4
910,1,2009-07-27,84,64,74.0,0.0,61,66.0,0.0,9.0,440.0,1917.0,0.02,9.3,10.1
911,2,2009-07-27,84,66,75.0,0.0,61,67.0,0.0,10.0,440.0,1917.0,0.03,9.2,9.6
912,1,2009-07-28,84,66,75.0,1.0,60,66.0,0.0,10.0,441.0,1916.0,0.01,6.4,8.0
913,2,2009-07-28,86,68,77.0,1.0,62,67.0,0.0,12.0,441.0,1916.0,0.01,6.5,7.7
914,1,2009-07-29,81,62,72.0,-2.0,51,59.0,0.0,7.0,442.0,1915.0,0.0,4.2,7.1
915,2,2009-07-29,79,66,73.0,-2.0,52,61.0,0.0,8.0,442.0,1915.0,0.0,3.8,7.1
916,1,2009-07-30,79,59,69.0,-5.0,57,62.0,0.0,4.0,443.0,1914.0,0.001,4.4,5.5
917,2,2009-07-30,80,65,73.0,-5.0,57,63.0,0.0,8.0,443.0,1914.0,0.001,4.9,6.3
918,1,2009-07-31,81,58,70.0,-4.0,54,61.0,0.0,5.0,444.0,1913.0,0.0,6.2,7.3
919,2,2009-07-31,82,62,72.0,-4.0,55,62.0,0.0,7.0,444.0,1913.0,0.0,5.9,6.7
920,1,2009-08-01,75,61,68.0,-5.0,59,62.0,0.0,3.0,445.0,1911.0,0.001,11.6,11.4
921,2,2009-08-01,75,63,69.0,-5.0,59,63.0,0.0,4.0,445.0,1911.0,0.01,10.6,10.5
922,1,2009-08-02,78,57,68.0,-5.0,51,59.0,0.0,3.0,446.0,1910.0,0.0,6.8,9.6
923,2,2009-08-02,79,58,69.0,-5.0,52,59.0,0.0,4.0,446.0,1910.0,0.0,6.2,8.4
924,1,2009-08-03,84,67,76.0,3.0,60,66.0,0.0,11.0,447.0,1909.0,0.07,12.2,12.4
925,2,2009-08-03,86,68,77.0,3.0,61,66.0,0.0,12.0,447.0,1909.0,0.06,11.0,11.3
926,1,2009-08-04,85,67,76.0,3.0,61,67.0,0.0,11.0,448.0,1908.0,0.0,2.5,5.8
927,2,2009-08-04,86,69,78.0,3.0,63,68.0,0.0,13.0,448.0,1908.0,0.0,1.8,6.2
928,1,2009-08-05,79,61,70.0,-3.0,54,61.0,0.0,5.0,449.0,1907.0,0.0,2.9,4.2
929,2,2009-08-05,79,66,73.0,-3.0,56,63.0,0.0,8.0,449.0,1907.0,0.0,3.8,5.6
930,1,2009-08-06,82,60,71.0,-2.0,51,60.0,0.0,6.0,450.0,1906.0,0.0,1.4,5.4
931,2,2009-08-06,81,62,72.0,-2.0,51,60.0,0.0,7.0,450.0,1906.0,0.0,3.4,5.5
932,1,2009-08-07,74,64,69.0,-4.0,59,63.0,0.0,4.0,451.0,1904.0,0.33,7.3,7.8
933,2,2009-08-07,74,67,71.0,-4.0,59,63.0,0.0,6.0,451.0,1904.0,0.23,6.4,7.2
934,1,2009-08-08,89,68,79.0,6.0,70,73.0,0.0,14.0,452.0,1903.0,0.02,12.9,13.6
935,2,2009-08-08,89,69,79.0,6.0,70,73.0,0.0,14.0,452.0,1903.0,0.08,12.2,12.8
936,1,2009-08-09,91,77,84.0,11.0,71,74.0,0.0,19.0,453.0,1902.0,0.18,11.6,12.9
937,2,2009-08-09,92,77,85.0,11.0,72,75.0,0.0,20.0,453.0,1902.0,0.02,11.1,12.3
938,1,2009-08-10,85,70,78.0,5.0,65,69.0,0.0,13.0,454.0,1900.0,0.0,6.9,7.2
939,2,2009-08-10,86,71,79.0,5.0,66,70.0,0.0,14.0,454.0,1900.0,0.0,8.3,8.9
940,1,2009-08-11,82,62,72.0,-1.0,61,66.0,0.0,7.0,455.0,1859.0,0.0,6.3,8.0
941,2,2009-08-11,81,65,73.0,-1.0,62,66.0,0.0,8.0,455.0,1859.0,0.0,6.1,8.7
942,1,2009-08-12,83,60,72.0,-1.0,55,62.0,0.0,7.0,456.0,1858.0,0.0,3.7,5.9
943,2,2009-08-12,82,63,73.0,-1.0,56,63.0,0.0,8.0,456.0,1858.0,0.0,5.5,7.0
944,1,2009-08-13,86,60,73.0,0.0,55,63.0,0.0,8.0,457.0,1856.0,0.0,1.5,3.8
945,2,2009-08-13,86,63,75.0,0.0,55,63.0,0.0,10.0,457.0,1856.0,0.0,2.0,4.0
946,1,2009-08-14,88,63,76.0,4.0,59,66.0,0.0,11.0,458.0,1855.0,0.0,5.4,5.7
947,2,2009-08-14,88,67,78.0,4.0,59,66.0,0.0,13.0,458.0,1855.0,0.0,6.3,6.5
948,1,2009-08-15,89,67,78.0,6.0,61,67.0,0.0,13.0,459.0,1854.0,0.0,8.7,8.9
949,2,2009-08-15,89,70,80.0,6.0,61,68.0,0.0,15.0,459.0,1854.0,0.0,8.3,8.7
950,1,2009-08-16,88,70,79.0,7.0,67,70.0,0.0,14.0,500.0,1852.0,0.63,9.5,10.2
951,2,2009-08-16,90,71,81.0,7.0,68,71.0,0.0,16.0,500.0,1852.0,0.27,9.3,10.1
952,1,2009-08-17,83,70,77.0,5.0,68,70.0,0.0,12.0,501.0,1851.0,0.33,4.6,5.8
953,2,2009-08-17,83,71,77.0,5.0,68,71.0,0.0,12.0,501.0,1851.0,0.59,5.1,7.5
954,1,2009-08-18,83,65,74.0,2.0,59,65.0,0.0,9.0,502.0,1849.0,0.0,7.5,8.1
955,2,2009-08-18,84,66,75.0,2.0,61,66.0,0.0,10.0,502.0,1849.0,0.0,8.0,8.3
956,1,2009-08-19,83,59,71.0,0.0,60,65.0,0.0,6.0,503.0,1848.0,0.35,5.7,8.7
957,2,2009-08-19,81,64,73.0,0.0,62,66.0,0.0,8.0,503.0,1848.0,0.61,5.9,8.2
958,1,2009-08-20,78,64,71.0,0.0,61,65.0,0.0,6.0,504.0,1846.0,0.07,12.1,12.5
959,2,2009-08-20,79,64,72.0,0.0,61,65.0,0.0,7.0,504.0,1846.0,0.12,12.2,12.7
960,1,2009-08-21,73,59,66.0,-5.0,58,61.0,0.0,1.0,505.0,1845.0,0.16,7.7,10.7
961,2,2009-08-21,74,59,67.0,-5.0,58,61.0,0.0,2.0,505.0,1845.0,0.05,10.1,13.2
962,1,2009-08-22,68,57,63.0,-8.0,52,56.0,2.0,0.0,506.0,1843.0,0.0,7.8,9.4
963,2,2009-08-22,69,58,64.0,-8.0,52,57.0,1.0,0.0,506.0,1843.0,0.0,9.4,10.4
964,1,2009-08-23,74,56,65.0,-6.0,53,58.0,0.0,0.0,508.0,1842.0,0.0,2.7,6.4
965,2,2009-08-23,73,58,66.0,-6.0,55,59.0,0.0,1.0,508.0,1842.0,0.0,3.5,7.6
966,1,2009-08-24,79,54,67.0,-4.0,56,61.0,0.0,2.0,509.0,1840.0,0.0,3.8,5.1
967,2,2009-08-24,79,57,68.0,-4.0,57,62.0,0.0,3.0,509.0,1840.0,0.0,5.0,5.7
968,1,2009-08-25,83,59,71.0,1.0,61,65.0,0.0,6.0,510.0,1839.0,0.0,9.1,9.2
969,2,2009-08-25,82,61,72.0,1.0,61,65.0,0.0,7.0,510.0,1839.0,0.0,8.3,8.6
970,1,2009-08-26,73,62,68.0,-2.0,62,64.0,0.0,3.0,511.0,1837.0,0.93,5.2,7.8
971,2,2009-08-26,72,64,68.0,-2.0,64,65.0,0.0,3.0,511.0,1837.0,0.54,3.9,7.3
972,1,2009-08-27,67,61,64.0,-6.0,60,61.0,1.0,0.0,512.0,1835.0,0.95,9.1,9.7
973,2,2009-08-27,67,62,65.0,-6.0,61,63.0,0.0,0.0,512.0,1835.0,1.19,10.7,11.0
974,1,2009-08-28,68,60,64.0,-6.0,61,62.0,1.0,0.0,513.0,1834.0,0.22,3.4,5.7
975,2,2009-08-28,71,61,66.0,-6.0,61,63.0,0.0,1.0,513.0,1834.0,0.28,2.6,5.4
976,1,2009-08-29,69,56,63.0,-7.0,51,56.0,2.0,0.0,514.0,1832.0,0.02,11.4,11.8
977,2,2009-08-29,69,56,63.0,-7.0,52,57.0,2.0,0.0,514.0,1832.0,0.01,10.4,11.1
978,1,2009-08-30,66,51,59.0,-11.0,47,52.0,6.0,0.0,515.0,1831.0,0.0,8.2,9.3
979,2,2009-08-30,66,51,59.0,-11.0,47,53.0,6.0,0.0,515.0,1831.0,0.001,9.4,10.5
980,1,2009-08-31,68,49,59.0,-10.0,44,52.0,6.0,0.0,516.0,1829.0,0.0,4.8,6.0
981,2,2009-08-31,67,49,58.0,-10.0,44,52.0,7.0,0.0,516.0,1829.0,0.0,5.3,6.8
982,1,2009-09-01,72,47,60.0,-8.0,47,53.0,5.0,0.0,517.0,1827.0,0.0,3.3,3.4
983,2,2009-09-01,71,50,61.0,-8.0,49,55.0,4.0,0.0,517.0,1827.0,0.0,3.2,3.5
984,1,2009-09-02,73,50,62.0,-6.0,50,56.0,3.0,0.0,518.0,1826.0,0.0,4.1,5.1
985,2,2009-09-02,72,53,63.0,-6.0,51,56.0,2.0,0.0,518.0,1826.0,0.0,3.2,3.9
986,1,2009-09-03,75,56,66.0,-2.0,54,59.0,0.0,1.0,519.0,1824.0,0.0,4.7,6.0
987,2,2009-09-03,75,57,66.0,-2.0,55,60.0,0.0,1.0,519.0,1824.0,0.0,5.2,5.9
988,1,2009-09-04,75,54,65.0,-3.0,54,59.0,0.0,0.0,520.0,1822.0,0.0,3.6,4.1
989,2,2009-09-04,75,58,67.0,-3.0,55,60.0,0.0,2.0,520.0,1822.0,0.0,3.8,4.4
990,1,2009-09-05,78,54,66.0,-1.0,57,61.0,0.0,1.0,521.0,1821.0,0.0,4.3,5.3
991,2,2009-09-05,78,57,68.0,-1.0,57,62.0,0.0,3.0,521.0,1821.0,0.0,5.2,5.8
992,1,2009-09-06,77,61,69.0,2.0,59,63.0,0.0,4.0,522.0,1819.0,0.03,4.2,5.3
993,2,2009-09-06,77,66,72.0,2.0,59,64.0,0.0,7.0,522.0,1819.0,0.001,6.3,6.6
994,1,2009-09-07,77,59,68.0,1.0,59,62.0,0.0,3.0,523.0,1817.0,0.0,5.8,4.0
995,2,2009-09-07,77,63,70.0,1.0,59,63.0,0.0,5.0,523.0,1817.0,0.0,6.3,6.9
996,1,2009-09-08,78,60,69.0,3.0,60,63.0,0.0,4.0,524.0,1815.0,0.0,6.6,7.3
997,2,2009-09-08,78,62,70.0,3.0,62,65.0,0.0,5.0,524.0,1815.0,0.0,6.9,8.0
998,1,2009-09-09,78,65,72.0,6.0,63,65.0,0.0,7.0,525.0,1814.0,0.0,6.1,6.9
999,2,2009-09-09,77,68,73.0,6.0,63,66.0,0.0,8.0,525.0,1814.0,0.0,6.8,7.2
1000,1,2009-09-10,81,64,73.0,7.0,62,65.0,0.0,8.0,526.0,1812.0,0.0,6.0,6.8
1001,2,2009-09-10,80,65,73.0,7.0,62,66.0,0.0,8.0,526.0,1812.0,0.0,6.6,7.3
1002,1,2009-09-11,80,61,71.0,6.0,59,63.0,0.0,6.0,527.0,1810.0,0.0,5.1,5.6
1003,2,2009-09-11,78,64,71.0,6.0,59,64.0,0.0,6.0,527.0,1810.0,0.0,6.4,6.7
1004,1,2009-09-12,79,58,69.0,4.0,60,63.0,0.0,4.0,528.0,1809.0,0.0,3.7,4.8
1005,2,2009-09-12,78,61,70.0,4.0,61,64.0,0.0,5.0,528.0,1809.0,0.0,3.2,4.5
1006,1,2009-09-13,80,58,69.0,4.0,54,60.0,0.0,4.0,529.0,1807.0,0.0,1.5,3.0
1007,2,2009-09-13,79,57,68.0,4.0,55,61.0,0.0,3.0,529.0,1807.0,0.01,2.5,4.2
1008,1,2009-09-14,84,58,71.0,7.0,55,61.0,0.0,6.0,530.0,1805.0,0.0,0.1,2.1
1009,2,2009-09-14,84,59,72.0,7.0,56,62.0,0.0,7.0,530.0,1805.0,0.0,1.1,2.7
1010,1,2009-09-15,82,64,73.0,9.0,59,63.0,0.0,8.0,531.0,1803.0,0.0,6.2,7.8
1011,2,2009-09-15,83,63,73.0,9.0,58,64.0,0.0,8.0,531.0,1803.0,0.0,5.8,6.7
1012,1,2009-09-16,71,59,65.0,1.0,54,59.0,0.0,0.0,532.0,1760.0,0.0,11.0,11.4
1013,2,2009-09-16,72,62,67.0,1.0,54,60.0,0.0,2.0,532.0,1760.0,0.0,12.5,13.4
1014,1,2009-09-17,72,50,61.0,-3.0,52,56.0,4.0,0.0,533.0,1758.0,0.0,3.4,4.2
1015,2,2009-09-17,71,54,63.0,-3.0,51,57.0,2.0,0.0,533.0,1758.0,0.0,4.5,5.4
1016,1,2009-09-18,79,50,65.0,1.0,55,59.0,0.0,0.0,535.0,1756.0,0.0,5.1,6.4
1017,2,2009-09-18,79,52,66.0,1.0,55,59.0,0.0,1.0,535.0,1756.0,0.0,5.3,6.7
1018,1,2009-09-19,76,55,66.0,3.0,55,59.0,0.0,1.0,536.0,1755.0,0.0,3.2,5.9
1019,2,2009-09-19,75,58,67.0,3.0,55,60.0,0.0,2.0,536.0,1755.0,0.0,4.4,5.8
1020,1,2009-09-20,73,54,64.0,2.0,56,60.0,1.0,0.0,537.0,1753.0,0.75,6.4,7.9
1021,2,2009-09-20,71,54,63.0,2.0,56,60.0,2.0,0.0,537.0,1753.0,0.44,5.9,7.3
