,Species,Trap,Longitude,Latitude,Station
442,CULEX PIPIENS/RESTUANS,T085,-87.648064,41.721474,2
443,CULEX TERRITANS,T085,-87.648064,41.721474,2
444,CULEX RESTUANS,T224,-87.67145699999998,41.94722700000001,2
445,CULEX PIPIENS/RESTUANS,T224,-87.67145699999998,41.94722700000001,2
446,CULEX PIPIENS,T224,-87.67145699999998,41.94722700000001,2
447,CULEX PIPIENS/RESTUANS,T141,-87.76007,41.961743,2
448,CULEX RESTUANS,T141,-87.76007,41.961743,2
449,CULEX PIPIENS,T141,-87.76007,41.961743,2
450,CULEX TERRITANS,T141,-87.76007,41.961743,2
451,CULEX RESTUANS,T025,-87.750938,41.979243,1
452,CULEX PIPIENS/RESTUANS,T025,-87.750938,41.979243,1
453,CULEX PIPIENS,T025,-87.750938,41.979243,1
454,CULEX RESTUANS,T037,-87.79518,41.921177,2
455,CULEX PIPIENS/RESTUANS,T037,-87.79518,41.921177,2
456,CULEX PIPIENS,T037,-87.79518,41.921177,2
457,CULEX TERRITANS,T037,-87.79518,41.921177,2
458,CULEX RESTUANS,T049,-87.655232,41.896282,2
459,CULEX PIPIENS/RESTUANS,T049,-87.655232,41.896282,2
460,CULEX PIPIENS,T049,-87.655232,41.896282,2
461,CULEX TERRITANS,T049,-87.655232,41.896282,2
462,CULEX RESTUANS,T150,-87.675919,42.006858,2
463,CULEX PIPIENS/RESTUANS,T150,-87.675919,42.006858,2
464,CULEX PIPIENS,T150,-87.675919,42.006858,2
465,CULEX TERRITANS,T150,-87.675919,42.006858,2
466,CULEX PIPIENS/RESTUANS,T015,-87.824812,41.974089,1
467,CULEX RESTUANS,T015,-87.824812,41.974089,1
468,CULEX PIPIENS,T015,-87.824812,41.974089,1
469,CULEX PIPIENS/RESTUANS,T013,-87.785288,41.923738,2
470,CULEX RESTUANS,T013,-87.785288,41.923738,2
471,CULEX PIPIENS,T013,-87.785288,41.923738,2
472,CULEX TERRITANS,T013,-87.785288,41.923738,2
473,CULEX PIPIENS/RESTUANS,T226,-87.654234,41.793818,2
474,CULEX RESTUANS,T226,-87.654234,41.793818,2
475,CULEX PIPIENS,T226,-87.654234,41.793818,2
476,CULEX TERRITANS,T226,-87.654234,41.793818,2
477,CULEX SALINARIUS,T226,-87.654234,41.793818,2
478,CULEX RESTUANS,T046,-87.65449100000002,41.891118,2
479,CULEX PIPIENS/RESTUANS,T046,-87.65449100000002,41.891118,2
480,CULEX PIPIENS,T046,-87.65449100000002,41.891118,2
481,CULEX SALINARIUS,T046,-87.65449100000002,41.891118,2
482,CULEX TERRITANS,T046,-87.65449100000002,41.891118,2
483,CULEX PIPIENS/RESTUANS,T149,-87.667736,41.994469,2
484,CULEX RESTUANS,T149,-87.667736,41.994469,2
485,CULEX PIPIENS,T149,-87.667736,41.994469,2
486,CULEX TERRITANS,T149,-87.667736,41.994469,2
487,CULEX RESTUANS,T018,-87.66214000000002,42.010412,2
488,CULEX PIPIENS/RESTUANS,T018,-87.66214000000002,42.010412,2
489,CULEX PIPIENS,T018,-87.66214000000002,42.010412,2
490,CULEX SALINARIUS,T018,-87.66214000000002,42.010412,2
491,CULEX TERRITANS,T018,-87.66214000000002,42.010412,2
492,CULEX RESTUANS,T009,-87.812827,41.98196400000001,1
493,CULEX PIPIENS/RESTUANS,T009,-87.812827,41.98196400000001,1
494,CULEX PIPIENS,T009,-87.812827,41.98196400000001,1
495,CULEX RESTUANS,T009A,-87.862995,41.99247800000001,1
496,CULEX PIPIENS/RESTUANS,T009A,-87.862995,41.99247800000001,1
497,CULEX TERRITANS,T009A,-87.862995,41.99247800000001,1
498,CULEX PIPIENS,T009A,-87.862995,41.99247800000001,1
499,CULEX RESTUANS,T219,-87.674677,41.966987,2
500,CULEX PIPIENS/RESTUANS,T219,-87.674677,41.966987,2
501,CULEX PIPIENS,T219,-87.674677,41.966987,2
502,CULEX PIPIENS,T222,-87.746381,41.925198,2
503,CULEX PIPIENS/RESTUANS,T222,-87.746381,41.925198,2
504,CULEX RESTUANS,T222,-87.746381,41.925198,2
505,CULEX TERRITANS,T222,-87.746381,41.925198,2
506,CULEX PIPIENS/RESTUANS,T017,-87.777189,41.960616,1
507,CULEX RESTUANS,T017,-87.777189,41.960616,1
508,CULEX PIPIENS,T017,-87.777189,41.960616,1
509,CULEX SALINARIUS,T017,-87.777189,41.960616,1
510,CULEX TARSALIS,T017,-87.777189,41.960616,1
511,CULEX PIPIENS/RESTUANS,T903,-87.930995,41.957799,1
512,CULEX RESTUANS,T903,-87.930995,41.957799,1
513,CULEX PIPIENS,T903,-87.930995,41.957799,1
514,CULEX RESTUANS,T900,-87.890615,41.974689,1
515,CULEX PIPIENS/RESTUANS,T900,-87.890615,41.974689,1
516,CULEX PIPIENS,T900,-87.890615,41.974689,1
517,CULEX SALINARIUS,T900,-87.890615,41.974689,1
518,CULEX TERRITANS,T900,-87.890615,41.974689,1
519,CULEX ERRATICUS,T900,-87.890615,41.974689,1
520,CULEX PIPIENS,T060,-87.67837800000002,41.823065,2
521,CULEX PIPIENS/RESTUANS,T060,-87.67837800000002,41.823065,2
522,CULEX RESTUANS,T060,-87.67837800000002,41.823065,2
523,CULEX SALINARIUS,T060,-87.67837800000002,41.823065,2
524,CULEX PIPIENS/RESTUANS,T048,-87.654224,41.867108,2
525,CULEX RESTUANS,T048,-87.654224,41.867108,2
526,CULEX PIPIENS,T048,-87.654224,41.867108,2
527,CULEX SALINARIUS,T048,-87.654224,41.867108,2
528,CULEX TERRITANS,T048,-87.654224,41.867108,2
529,CULEX PIPIENS/RESTUANS,T005,-87.776385,41.942114,2
530,CULEX PIPIENS,T005,-87.776385,41.942114,2
531,CULEX TERRITANS,T005,-87.776385,41.942114,2
532,CULEX RESTUANS,T014,-87.787992,41.970248,1
533,CULEX PIPIENS/RESTUANS,T014,-87.787992,41.970248,1
534,CULEX PIPIENS,T014,-87.787992,41.970248,1
535,CULEX TERRITANS,T014,-87.787992,41.970248,1
536,CULEX PIPIENS/RESTUANS,T004,-87.748367,41.96272800000001,2
537,CULEX RESTUANS,T004,-87.748367,41.96272800000001,2
538,CULEX PIPIENS,T004,-87.748367,41.96272800000001,2
539,CULEX RESTUANS,T045,-87.666455,41.9216,2
540,CULEX PIPIENS,T045,-87.666455,41.9216,2
541,CULEX PIPIENS/RESTUANS,T045,-87.666455,41.9216,2
